,Crash ID,Record Type,Vehicle ID,Vehicle Coded Seq#,Total Count of Persons Involved,Total Persons Using Safety Equipment  ,Total Persons Not Using Safety Equipment,Total Persons Safety Equipment Use Unknown,Vehicle Ownership Code,Vehicle Special Use Code,Vehicle Type Code,Emergency Use Flag,Number of Trailers,Vehicle Movement Code,Vehicle Action Code,Vehicle Cause 1 Code,Vehicle Cause 2 Code,Vehicle Cause 3 Code,Vehicle Event 1 Code,Vehicle Event 2 Code,Vehicle Event 3 Code,Vehicle Exceeded Posted Speed Flag,Vehicle Hit & Run Flag,Safety Equipment Used Quantity
835,1842388,2,3470092.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,8.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
838,1842703,2,3470711.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
840,1842703,2,3470712.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
842,1842703,2,3470713.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
846,1842741,2,3470781.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,62.0,,,0.0,0.0,1.0,0.0,1.0,2.0,1.0
850,1842822,2,3470929.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
852,1842822,2,3470930.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
854,1842822,2,3470931.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
857,1842862,2,3471000.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
860,1842862,2,3471001.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,4.0,15.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
864,1843136,2,3471503.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
866,1843136,2,3471504.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
869,1843196,2,3471621.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
871,1843196,2,3471622.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,18.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
875,1843399,2,3471998.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
877,1843399,2,3471999.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
880,1843400,2,3472000.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
882,1843400,2,3472001.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,13.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
885,1843400,2,3472002.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
888,1843445,2,3472086.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
890,1843445,2,3472087.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,6.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
894,1843562,2,3472311.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
896,1843562,2,3472312.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
898,1843562,2,3472313.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
901,1843658,2,3472506.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
903,1843658,2,3472507.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,18.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
906,1843709,2,3472609.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
908,1843709,2,3472610.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
911,1843746,2,3472685.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
913,1843746,2,3472686.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
917,1843752,2,3472697.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
919,1843752,2,3472698.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
922,1843752,2,3472699.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
925,1843763,2,3472721.0,1.0,1.0,0.0,9.0,0.0,0.0,1.0,7.0,3.0,7.0,0.0,97.0,10.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
927,1843763,2,3472722.0,2.0,1.0,0.0,9.0,0.0,0.0,1.0,7.0,3.0,7.0,0.0,97.0,10.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
929,1843763,2,3472723.0,3.0,1.0,0.0,9.0,0.0,0.0,1.0,7.0,3.0,22.0,0.0,97.0,10.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
932,1843796,2,3472788.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,129.0,128.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
934,1843796,2,3472789.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,15.0,0.0,129.0,128.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
937,1843814,2,3472825.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,128.0,124.0,79.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
941,1843842,2,3472880.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
943,1843842,2,3472881.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,4.0,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
948,1843872,2,3472940.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
950,1843872,2,3472941.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,5.0,9.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
953,1843940,2,3473071.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,7.0,26.0,129.0,77.0,92.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0
957,1843953,2,3473098.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
959,1843953,2,3473099.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,13.0,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
961,1843953,2,3473100.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
967,1844151,2,3473466.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
969,1844151,2,3473467.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
971,1844151,2,3473468.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
974,1844301,2,3473748.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
976,1844301,2,3473749.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
979,1844339,2,3473825.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
981,1844339,2,3473826.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
984,1844458,2,3474060.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,1.0
986,1844458,2,3474061.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
990,1844458,2,3474062.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
993,1844484,2,3474113.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,7.0,0.0,35.0,62.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
996,1844488,2,3474120.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
998,1844488,2,3474121.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,12.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1002,1844762,2,3474642.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1004,1844762,2,3474643.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1006,1844762,2,3474644.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,22.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1010,1844813,2,3474746.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1012,1844813,2,3474747.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1015,1844857,2,3474838.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1017,1844857,2,3474839.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1020,1844857,2,3474840.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1024,1844942,2,3474990.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,79.0,10.0,,0.0,0.0,3.0,0.0,0.0,3.0,1.0
1029,1844976,2,3475051.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1031,1844976,2,3475052.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1034,1845024,2,3475141.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1036,1845024,2,3475142.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1039,1845085,2,3475258.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1041,1845085,2,3475259.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1043,1845085,2,3475260.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1046,1845101,2,3475293.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1048,1845101,2,3475294.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,4.0,18.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1051,1845113,2,3475317.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,18.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1053,1845113,2,3475318.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1056,1845254,2,3475596.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,2.0,1.0
1059,1845254,2,3475597.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1062,1845255,2,3475598.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1064,1845255,2,3475599.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1067,1845302,2,3475689.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1069,1845302,2,3475690.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1071,1845302,2,3475691.0,3.0,9.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1074,1845326,2,3475739.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1076,1845326,2,3475740.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,6.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
1080,1845378,2,3475829.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1082,1845378,2,3475830.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1085,1845474,2,3475999.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0
1087,1845474,2,3476000.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1090,1845603,2,3476241.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1093,1845603,2,3476242.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
1098,1845619,2,3476269.0,1.0,9.0,0.0,9.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1100,1845619,2,3476270.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,6.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1103,1845672,2,3476369.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,51.0,0.0,,,,0.0,1.0,0.0,0.0,2.0,2.0,1.0
1105,1845672,2,3476370.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1108,1845727,2,3476466.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1110,1845727,2,3476467.0,2.0,0.0,0.0,1.0,0.0,9.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1113,1845755,2,3476516.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1115,1845755,2,3476517.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1118,1845835,2,3476660.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1120,1845835,2,3476661.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1123,1845949,2,3476870.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1125,1845949,2,3476871.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,4.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1128,1845964,2,3476904.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1130,1845964,2,3476905.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1133,1845971,2,3476916.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1135,1845971,2,3476917.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
1139,1845975,2,3476924.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,1.0
1142,1845975,2,3476925.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1145,1845982,2,3476940.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1148,1845982,2,3476941.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1150,1845982,2,3476942.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1153,1846015,2,3477001.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1155,1846015,2,3477002.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1158,1846016,2,3477003.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,18.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1160,1846016,2,3477004.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1164,1846021,2,3477013.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1166,1846021,2,3477014.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1169,1846139,2,3477239.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,22.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1171,1846139,2,3477240.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1174,1846145,2,3477249.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1176,1846145,2,3477250.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1179,1846158,2,3477271.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1181,1846158,2,3477272.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1184,1846237,2,3477417.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1186,1846237,2,3477418.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1189,1846303,2,3477530.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1191,1846303,2,3477531.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1195,1846318,2,3477559.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1197,1846318,2,3477560.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,12.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1200,1846364,2,3477647.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1202,1846364,2,3477648.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,4.0,0.0
1208,1846373,2,3477664.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,87.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1210,1846373,2,3477665.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,87.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1212,1846373,2,3477666.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1215,1846424,2,3477762.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1217,1846424,2,3477763.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,6.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1220,1846442,2,3477794.0,1.0,1.0,0.0,99.0,0.0,9.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1222,1846442,2,3477795.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1225,1846452,2,3477814.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1227,1846452,2,3477815.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1230,1846543,2,3477990.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1232,1846543,2,3477991.0,2.0,1.0,0.0,1.0,0.0,1.0,7.0,3.0,7.0,8.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,1846555,2,3478014.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,10.0,62.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1237,1846575,2,3478049.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1240,1846575,2,3478050.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1243,1846641,2,3478172.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,1.0
