,Crash ID,Record Type,Vehicle ID,Participant ID,Participant Display Seq#,Vehicle Coded Seq#,Participant Vehicle Seq#,Safety Equipment Un-used Quantity,Safety Equipment Use Unknown Quantity,Vehicle Occupant Count,Vehicle Striking Flag,Participant Type Code,Participant Hit & Run Flag,Public Employee Flag,Sex,Age,Driver License Status,Driver Residence Status,Injury Severity,Participant Safety Equipment Use Code,Airbag Deployment,Non-Motorist Movement Code,Non-Motorist Travel Direction From,Non-Motorist Travel Direction To,Non-Motorist Location,Participant Action,Participant Error 1 Code,Participant Error 2 Code,Participant Error 3 Code,Participant Cause 3 Code,Participant Event 1 Code,Participant Event 2 Code,Participant Event 3 Code
594,1840155,3,3465809.0,3948430.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,65.0,2.0,4.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
597,1840221,3,3465946.0,3948582.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
599,1840221,3,3465947.0,3948583.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,35.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
601,1840221,3,3465948.0,3948584.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,41.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
604,1840265,3,3466033.0,3948689.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,65.0,1.0,1.0,4.0,9.0,9.0,,,,,0.0,20.0,,,4.0,,,,,,,0.0
606,1840265,3,3466034.0,3948690.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,75.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
608,1840265,3,3466035.0,3948691.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,2.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
611,1840295,3,3466095.0,3948764.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,2.0,9.0,9.0,,,,,,0.0,47.0,26.0,,1.0,,,,,,,0.0
612,1840295,3,3466095.0,3948765.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,,3.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
614,1840295,3,3466096.0,3948766.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
617,1840424,3,3466338.0,3949049.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,64.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
619,1840424,3,3466339.0,3949050.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,46.0,2.0,4.0,9.0,2.0,0.0,,,,,38.0,20.0,16.0,,4.0,27.0,,,,,,0.0
621,1840424,3,3466340.0,3949051.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,27.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
624,1840563,3,3466599.0,3949377.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,47.0,1.0,1.0,9.0,9.0,,,,,,0.0,20.0,,,4.0,,,,,,,0.0
626,1840563,3,3466600.0,3949378.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,26.0,2.0,1.0,9.0,9.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
628,1840563,3,3466601.0,3949379.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
629,1840563,3,3466601.0,3949380.0,4.0,3.0,2.0,2.0,0.0,0.0,2.0,64.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
632,1840583,3,3466641.0,3949427.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,28.0,20.0,,2.0,4.0,,,,9.0,9.0,0.0
634,1840583,3,3466642.0,3949428.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,37.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
637,1840588,3,3466650.0,3949437.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,4.0,2.0,,,,,,0.0,32.0,,,6.0,,,,,0.0,0.0,0.0
638,1840588,3,3466650.0,3949438.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,14.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
640,1840588,3,3466651.0,3949439.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,36.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,,0.0,0.0,0.0
643,1840610,3,3466689.0,3949496.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,1.0,9.0,9.0,,,,,,0.0,97.0,,,0.0,,,,,,,0.0
645,1840610,3,3466690.0,3949497.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,74.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,97.0,,,0.0,,,,,,,0.0
648,1840614,3,3466696.0,3949503.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,39.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,7.0,,,,,,,0.0
650,1840614,3,3466697.0,3949504.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,51.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
653,1840664,3,3466791.0,3949619.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,24.0,2.0,4.0,9.0,9.0,,,,,,0.0,28.0,21.0,,2.0,3.0,,,,,,0.0
655,1840664,3,3466792.0,3949620.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,63.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
658,1840680,3,3466822.0,3949657.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,30.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,79.0,,,5.0,,,,85.0,1.0,0.0,0.0
661,1840832,3,3467103.0,3949998.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0,2.0,4.0,9.0,,,,,,0.0,45.0,,,13.0,,,,,,,0.0
663,1840832,3,3467104.0,3949999.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,64.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
666,1840874,3,3467180.0,3950095.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,63.0,1.0,1.0,9.0,2.0,,,,,,0.0,29.0,,,2.0,,,,,0.0,0.0,0.0
667,1840874,3,0.0,3950096.0,2.0,,1.0,3.0,0.0,0.0,2.0,0.0,,,4.0,,,1.0,5.0,1.0,1.0,35.0,0.0,,,0.0,,,,,,,0.0
668,1840874,3,0.0,3950097.0,3.0,,2.0,3.0,0.0,0.0,2.0,0.0,,,4.0,,,1.0,5.0,1.0,1.0,35.0,0.0,,,0.0,,,,,,,0.0
671,1840905,3,3467237.0,3950157.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,0.0,0.0,0.0
673,1840905,3,3467238.0,3950158.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,56.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
676,1841009,3,3467426.0,3950377.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,39.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
678,1841009,3,3467427.0,3950378.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
679,1841009,3,3467427.0,3950379.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,42.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
680,1841009,3,3467427.0,3950380.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,18.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
681,1841009,3,3467427.0,3950381.0,5.0,2.0,4.0,2.0,0.0,0.0,2.0,11.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
684,1841013,3,3467433.0,3950388.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
686,1841013,3,3467434.0,3950389.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
689,1841019,3,3467444.0,3950401.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,22.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
691,1841019,3,3467445.0,3950402.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,27.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
694,1841052,3,3467508.0,3950472.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,44.0,2.0,4.0,9.0,2.0,0.0,,,,,17.0,47.0,80.0,,1.0,,,,86.0,0.0,0.0,0.0
695,1841052,3,3467508.0,3950473.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,42.0,,,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
698,1841151,3,3467693.0,3950692.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,47.0,26.0,,1.0,,,,,,,0.0
700,1841151,3,3467694.0,3950693.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,50.0,1.0,1.0,4.0,9.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
703,1841157,3,3467704.0,3950704.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
704,1841157,3,0.0,3950705.0,2.0,,1.0,6.0,0.0,0.0,1.0,44.0,,,4.0,9.0,,1.0,5.0,1.0,1.0,35.0,20.0,,,4.0,,,,,,,0.0
707,1841212,3,3467816.0,3950834.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,22.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
709,1841212,3,3467817.0,3950835.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,36.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
710,1841212,3,3467817.0,3950836.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,35.0,,,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
713,1841331,3,3468044.0,3951100.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,65.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
715,1841331,3,3468045.0,3951101.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,44.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
716,1841331,3,3468045.0,3951102.0,3.0,2.0,2.0,2.0,0.0,0.0,9.0,0.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
719,1841336,3,3468055.0,3951113.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,2.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
721,1841336,3,3468056.0,3951114.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,28.0,52.0,,8.0,32.0,,,87.0,1.0,0.0,0.0
724,1841343,3,3468068.0,3951128.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,42.0,2.0,4.0,9.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
725,1841343,3,3468068.0,3951129.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,18.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
726,1841343,3,3468068.0,3951130.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,16.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
727,1841343,3,3468068.0,3951131.0,4.0,1.0,4.0,2.0,0.0,0.0,2.0,14.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
729,1841343,3,3468069.0,3951132.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,81.0,1.0,2.0,4.0,2.0,1.0,,,,,0.0,28.0,,,2.0,,,,86.0,0.0,0.0,0.0
730,1841343,3,3468069.0,3951133.0,6.0,2.0,2.0,2.0,0.0,0.0,2.0,66.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
733,1841361,3,3468101.0,3951176.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,54.0,0.0,1.0,9.0,9.0,,,,,,0.0,51.0,28.0,,33.0,2.0,,,10.0,1.0,,0.0
735,1841361,3,3468102.0,3951177.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,23.0,0.0,1.0,4.0,9.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
738,1841369,3,3468115.0,3951190.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,49.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,7.0,,,,,,,0.0
739,1841369,3,3468115.0,3951191.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,44.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
741,1841369,3,3468116.0,3951192.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
742,1841369,3,3468116.0,3951193.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,25.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
744,1841369,3,3468117.0,3951194.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,30.0,2.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
747,1841376,3,3468129.0,3951212.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
749,1841376,3,3468130.0,3951213.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,59.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
752,1841436,3,3468243.0,3951356.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,38.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,7.0,,,,,,,0.0
754,1841436,3,3468244.0,3951357.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,26.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
757,1841498,3,3468366.0,3951495.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0,1.0,1.0,9.0,9.0,,,,,,0.0,47.0,26.0,,1.0,,,,,,,0.0
759,1841498,3,3468367.0,3951496.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
762,1841506,3,3468382.0,3951514.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,3.0,2.0,0.0,,,,,17.0,47.0,79.0,,1.0,,,,14.0,1.0,0.0,0.0
765,1841641,3,3468639.0,3951820.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
767,1841641,3,3468640.0,3951821.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,73.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
768,1841641,3,3468640.0,3951822.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,73.0,,,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
771,1841685,3,3468714.0,3951912.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,19.0,1.0,1.0,9.0,9.0,,,,,,38.0,16.0,26.0,,27.0,,,,,,,0.0
773,1841685,3,3468715.0,3951913.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,21.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
774,1841685,3,3468715.0,3951914.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,22.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
777,1841691,3,3468724.0,3951924.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,43.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,7.0,,,,,,,0.0
779,1841691,3,3468725.0,3951925.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,27.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
782,1841693,3,3468728.0,3951928.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,9.0,9.0,0.0
784,1841693,3,3468729.0,3951929.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,32.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
785,1841693,3,3468729.0,3951930.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,,,4.0,4.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
788,1841708,3,3468753.0,3951962.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
790,1841708,3,3468754.0,3951963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,45.0,2.0,4.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
793,1841725,3,3468786.0,3951997.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,16.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
794,1841725,3,3468786.0,3951998.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,,,3.0,4.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
796,1841725,3,3468787.0,3951999.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
799,1841766,3,3468870.0,3952092.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
801,1841766,3,3468871.0,3952093.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,74.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
804,1841806,3,3468945.0,3952188.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,47.0,3.0,1.0,3.0,6.0,,,,,,17.0,51.0,50.0,,33.0,30.0,,,,0.0,0.0,0.0
807,1841855,3,3469038.0,3952299.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,45.0,,,13.0,,,,,,,0.0
809,1841855,3,3469039.0,3952300.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
811,1841855,3,3469040.0,3952301.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,54.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
814,1841914,3,3469154.0,3952432.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,70.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,47.0,79.0,,1.0,,,,,,,0.0
817,1842069,3,3469464.0,3952797.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,9.0,9.0,,,,,,0.0,29.0,20.0,,2.0,4.0,,,,0.0,0.0,0.0
818,1842069,3,0.0,3952798.0,2.0,,1.0,3.0,0.0,0.0,2.0,14.0,,,4.0,,,1.0,5.0,1.0,1.0,35.0,0.0,,,19.0,,,,,0.0,0.0,0.0
819,1842069,3,0.0,3952799.0,3.0,,2.0,3.0,0.0,0.0,2.0,13.0,,,3.0,,,1.0,5.0,1.0,1.0,35.0,0.0,,,19.0,,,,,0.0,0.0,0.0
822,1842180,3,3469684.0,3953069.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,1.0,2.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
824,1842180,3,3469685.0,3953070.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,39.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
826,1842180,3,3469686.0,3953071.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,37.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
829,1842244,3,3469804.0,3953215.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,,,,0.0
831,1842244,3,3469805.0,3953216.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
834,1842388,3,3470091.0,3953561.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,1.0,1.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,0.0
836,1842388,3,3470092.0,3953562.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,31.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
839,1842703,3,3470711.0,3954301.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,63.0,1.0,1.0,9.0,2.0,0.0,,,,,38.0,26.0,,,27.0,29.0,,,,0.0,0.0,0.0
841,1842703,3,3470712.0,3954302.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,32.0,1.0,2.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
843,1842703,3,3470713.0,3954303.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,55.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
844,1842703,3,3470713.0,3954304.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,70.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
847,1842741,3,3470781.0,3954397.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,33.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,47.0,81.0,,1.0,,,,,0.0,0.0,0.0
848,1842741,3,3470781.0,3954398.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,27.0,,,3.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,9.0,9.0,0.0
851,1842822,3,3470929.0,3954570.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,30.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
853,1842822,3,3470930.0,3954571.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,63.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
855,1842822,3,3470931.0,3954572.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
858,1842862,3,3471000.0,3954658.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
859,1842862,3,3471000.0,3954659.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,,,4.0,4.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
861,1842862,3,3471001.0,3954660.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,20.0,1.0,1.0,4.0,2.0,,,,,,0.0,28.0,,,2.0,,,,,0.0,0.0,0.0
862,1842862,3,3471001.0,3954661.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,19.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
865,1843136,3,3471503.0,3955247.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,64.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
867,1843136,3,3471504.0,3955248.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,24.0,1.0,1.0,9.0,9.0,,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
870,1843196,3,3471621.0,3955398.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,9.0,9.0,0.0
872,1843196,3,3471622.0,3955399.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,26.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,,9.0,9.0,0.0
873,1843196,3,3471622.0,3955400.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,26.0,,,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,9.0,0.0
876,1843399,3,3471998.0,3955841.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,17.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
878,1843399,3,3471999.0,3955842.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
881,1843400,3,3472000.0,3955843.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,3.0,9.0,,,,,,0.0,52.0,47.0,,32.0,1.0,,,,,,0.0
883,1843400,3,3472001.0,3955844.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,80.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
884,1843400,3,3472001.0,3955845.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
886,1843400,3,3472002.0,3955846.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,51.0,2.0,4.0,4.0,9.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
889,1843445,3,3472086.0,3955958.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
